Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Belarus,BLR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439.901683,1379.473882,1263.276758,1173.287593,1243.95876,1184.211919,1293.939324,1029.427343,1089.143183,1067.110396,1271.679963,1570.328051,2042.288001,2683.553547,3291.864296,4021.9924,5406.46116,4522.642884,5034.319209,5403.144495,5739.0854,6477.849974,6822.365925,4826.271678,4066.919526,4685.516512,5153.212101,,
Belize,BLZ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,1283.824093,1235.075964,1085.498874,1109.208915,1196.506419,1139.443626,1238.376285,1470.447658,1636.640345,1834.9955,2019.602652,2129.742956,2427.568443,2568.216463,2612.818979,2733.822469,2738.995958,2711.966609,2723.34448,2727.897216,2665.444378,2644.545582,2754.755276,2786.388266,2825.01328,2907.615094,3007.934177,2942.582819,2940.975075,3097.68822,2973.723384,3146.67867,3262.727129,3385.283668,3495.065105,3787.661081,3787.95229,3703.768435,3612.149562,,
Bermuda,BMU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,468.1750084,534.2807641,599.2783384,659.2840751,633.7048527,839.1984298,775.0761638,742.7562181,845.2141099,727.1386315,523.7727152,564.172833,583.6267957,581.5087603,591.0428284,657.5117383,688.0269786,685.7553536,705.038259,776.8340301,838.8994353,884.0139535,941.780611,883.68269,857.1493219,820.2733956,777.7223575,759.5986991,783.3189579,808.7634407,924.0198694,1038.190412,1345.242528,1415.498447,1543.198446,1783.396668,1946.602062,2151.594446,2312.067207,2412.019132,2494.196037,2616.658486,2735.045914,,
Brazil,BRA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,398.0539476,452.8608267,525.9736442,690.284997,892.1825829,1013.688084,1216.874855,1373.47851,1514.491267,1642.490014,1646.274047,1788.478778,1844.162522,1267.023779,1275.869513,1328.088922,1593.359142,1730.287466,1908.332529,2693.953135,2616.393373,3404.125515,2235.384583,2388.346671,2945.166594,4133.210344,4443.584509,4511.52155,4283.989068,2883.797685,3154.522704,2646.125089,2357.838581,2566.031255,3017.371792,3969.224735,4891.541638,6100.648232,7270.874815,7274.15418,9343.418936,10986.50316,10301.75391,10407.0929,10193.57083,7486.550126,7396.633878,8417.924909,7483.434669,,
Barbados,BRB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,5381.046542,5889.885186,6255.968741,6965.286196,6866.452418,6907.502574,6723.958887,7032.57403,7288.53082,7352.825369,7779.57337,8217.484125,9263.540415,9585.364392,9860.089068,9770.415825,9868.596368,10098.17601,10790.03409,11823.18754,12802.05021,14318.32695,14393.51915,13609.10748,13987.6331,13629.92325,13852.8292,14109.50409,14145.33367,14138.20907,14474.62879,14905.72895,15199.61333,,
Brunei Darussalam,BRN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9017.904178,9549.878974,10933.07224,12035.72114,11429.46206,11123.06218,12446.177,12942.34412,12969.73122,10336.98199,10913.0124,12515.06624,12120.41595,12957.74043,13937.3503,15788.05414,17815.63536,20767.97269,24082.23706,27620.0762,21484.78673,26446.09448,31823.12269,33576.21363,33632.64999,32026.41023,25944.81846,24166.36301,24625.52693,24019.61004,,
Bhutan,BTN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,229.445943,236.6119553,218.8273783,233.6072226,263.7125162,266.3318849,301.2822784,389.015702,441.5205236,443.2049102,473.377836,376.3457162,363.4850785,349.4991554,421.3229516,438.3777867,459.0002218,542.4694696,504.14045,530.3902627,648.118832,694.6657268,760.1039669,851.980535,947.156333,1101.535031,1199.26584,1550.225285,1587.696115,1561.072813,1880.50153,2127.054833,2081.529168,2059.466488,2206.717776,2267.83286,2369.881499,2677.093492,2640.837765,,
Botswana,BWA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,958.5695764,1033.454736,933.0447534,977.8877563,948.4796963,829.7815352,1008.305099,1297.174549,1706.857544,1915.598854,2488.427024,2625.868587,2710.168822,2771.39899,2404.428785,2729.968012,2605.737534,2749.588516,2746.101813,2861.211656,2898.734306,2857.680429,2414.224772,3097.482424,3523.952178,4002.010337,3860.702383,4059.603841,3990.267173,3638.657948,4603.549694,5860.431153,5374.329913,5295.804313,5858.652203,5155.893362,5166.098377,5716.927043,5852.257138,,
Central African Republic,CAF,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,311.7439354,271.8998827,280.5965388,237.1563957,226.5742693,306.1051066,386.0786866,397.039695,412.7147283,399.1407017,459.2616236,430.227969,429.3649632,376.5616153,245.6098983,315.9038548,273.4555246,251.425347,254.0122453,259.3743735,230.5157772,231.3098126,240.561596,272.1441322,295.7017549,306.8906328,328.0330955,373.3570655,422.6169375,428.7903579,437.5653337,486.1531185,494.0239183,305.7433427,345.4149649,314.6342029,338.6323967,397.7635318,435.5553291,,
Canada,CAN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,3409.864065,3753.355155,4253.883264,4832.638103,5709.237948,6147.715173,7229.31811,7283.552126,7433.558123,7932.794047,8757.046269,9763.694011,9871.591473,10711.45691,11101.82538,11340.56371,11699.3711,13247.64633,15347.45713,16731.97634,17195.56976,17586.91894,16735.31411,16171.48569,16021.12294,16630.8615,17030.67288,17602.27345,16843.19067,17924.48739,19531.83589,19045.08414,19641.02533,22951.81406,26083.43682,29546.50031,33091.63952,36480.6108,37759.14543,32922.04597,38584.91897,42476.63692,42856.45946,42898.55527,41435.36246,35215.36584,34217.18717,36907.61301,37653.28136,,
Central Europe and the Baltics,CEB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1867.427825,2222.371408,2876.481203,3051.004654,3014.226463,3322.045177,3204.605809,3182.268727,3510.290803,3969.800819,4731.671623,5672.047139,6715.091577,7581.356274,9601.534606,11799.49772,9908.189653,10069.27364,11081.62543,10440.53043,11055.45038,11420.12505,10068.60869,10275.98032,11434.67853,12834.06907,,
Switzerland,CHE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,3244.809592,3868.059818,4684.215118,6311.839024,7301.639466,8420.554486,8980.071174,9587.937324,13389.49826,15175.69576,16094.35201,14790.21062,14879.5793,14752.02911,14188.76543,14199.71597,19991.52358,24581.28262,26428.08635,24838.40361,31007.71392,30894.10396,31619.06911,30809.40155,33702.88675,39938.74727,38622.70555,34274.13081,35378.13503,34693.1639,32746.58673,32046.10855,33659.29838,40905.16438,45327.11394,48046.73811,50118.77497,51180.54989,53001.68915,56383.76043,63545.95388,71179.03765,68123.4823,69084.89073,68813.55137,67085.39942,64061.59168,64629.75975,65569.26598,,
Channel Islands,CHI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,792.8250782,959.4889987,1041.425837,1404.604812,1281.838372,550.2010444,751.8151115,1052.378867,1194.82936,1614.148645,2128.660817,2517.539368,1713.084518,1300.58995,1215.433462,997.6206075,1090.00917,1299.371716,1476.430316,1664.039956,1878.155787,2153.251572,2646.771182,2855.379927,3205.829731,4084.098431,4276.731213,4617.997865,4484.472215,3976.892837,4005.917424,3671.221182,3572.816928,3698.91903,4493.599734,5449.150893,6022.043932,6812.975184,7445.892751,7409.294029,9160.486093,10595.79821,11439.59199,11878.4741,11187.6353,10617.59198,10769.69082,11366.44363,11844.56178,,
China,CHN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,104.1843483,109.1289697,120.9415343,143.6214405,143.0837128,156.5745261,142.9168881,159.5555133,132.9726256,148.5481118,154.175889,155.6029861,165.1947988,188.3735431,213.1405115,251.1059605,245.3877831,217.4464159,248.2373816,269.1356936,271.3056277,290.3541134,322.4157767,328.6080176,412.0187984,518.538702,601.1175279,661.4138162,695.7330264,729.5297319,791.7176555,866.2516297,949.815153,1060.448836,1213.132883,1388.437113,1642.555382,2074.920654,2579.137944,2910.973447,3362.863238,4002.010954,4591.284623,5139.663616,5716.809365,6055.255658,6138.718128,6648.528529,7709.671559,,
Cote d'Ivoire,CIV,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,271.8868024,305.4623104,392.7690653,465.396249,556.1578677,636.5362133,816.4973184,960.5087881,1034.866808,1096.215124,847.2962986,728.0790941,605.7921683,601.400084,574.4727638,754.0166677,785.6301825,770.3232049,672.2492479,709.5627345,681.1932922,710.3968098,676.9977304,509.5835443,662.4079443,721.0314672,689.0235797,735.1291479,696.4736753,555.6392284,556.7151657,593.8131591,703.2920918,775.0023566,828.6828391,824.742109,940.647005,1091.773898,1094.582492,1093.109597,1064.903916,1115.420465,1271.353479,1445.912607,1861.682937,1902.841719,,,,
Cameroon,CMR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,159.5035029,180.2677419,197.3596917,244.7383548,296.3268959,322.4769313,294.9598756,455.583468,576.0328033,552.0126314,683.9119017,685.7389383,671.0161166,675.875274,675.419589,935.3429,1005.46683,1013.09843,820.717185,754.8805257,839.3918387,747.7987147,1022.456564,670.1966953,588.6805671,616.4256912,619.2069705,616.4856599,627.6299005,507.7223008,525.2799561,578.4859387,731.661391,850.9051672,830.3211953,861.2365456,952.2889534,1069.122315,1085.861224,1033.682956,1117.267305,1067.490257,1160.031572,1245.239357,1080.862493,1110.21537,1142.540199,1212.501517,,
"Congo, Dem. Rep.",COD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.9999596,104.1054223,111.4730826,116.4657327,116.5140158,83.56760585,357.1008463,130.6480712,151.4557413,148.1366014,164.7398289,180.9451904,210.9798375,227.7313954,241.7890205,225.3475789,250.9531904,271.8431177,292.056244,288.4231048,306.3323447,332.7874258,341.9719117,352.1998102,401.9991268,,
"Congo, Rep.",COG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,180.7200803,204.417879,246.3691432,297.2290424,252.2137142,351.062199,322.6405653,319.7228959,333.6104436,369.5724088,553.022715,799.5591894,886.6280635,742.8252701,598.3390164,593.0882385,610.8496648,662.983747,495.3296336,391.1070866,388.4654417,520.1658888,555.807929,227.1105442,276.6262127,97.79510534,96.29878523,184.1371575,277.9382654,186.0846667,109.670981,190.5969226,239.0709595,332.3905327,248.2389104,131.5953221,62.29823409,326.5476445,483.8959781,585.3610977,493.956411,351.8259404,513.8430059,831.8835862,1052.751179,1105.654059,1082.24078,759.8649684,578.9440871,,
Colombia,COL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,287.6086188,305.6487409,331.7879404,388.585005,447.4367435,461.6946825,534.0161932,678.7734786,800.8612046,931.4466275,1091.610868,1157.173981,1203.410662,1146.747114,1098.43464,969.4617884,958.726854,948.2409973,1027.180716,977.446614,1163.104211,1210.319417,1432.506568,1625.740081,1987.670666,2186.147582,2203.31182,2375.94028,2167.490148,1802.937715,2016.465409,1983.817697,1935.410067,1810.028694,2183.339401,2686.027241,2901.512825,3676.018635,4180.298613,4103.00073,4946.755593,5568.604182,6195.442088,6357.415574,6330.729919,4970.112043,4750.012727,5046.048244,5134.257319,,
Comoros,COM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,642.4134614,575.3308245,523.8485445,527.3654801,494.8040219,507.37943,700.8405821,827.2808096,845.822738,796.3134716,965.0711322,926.7831621,976.9164217,934.8344343,638.2844636,765.1149997,738.4183874,660.710106,651.9359893,659.204005,591.741049,624.2446763,680.3155366,852.6411558,966.6097479,978.644789,1021.44354,1131.27839,1263.745586,1222.372256,1197.133252,1311.139659,1264.430371,1357.317061,1363.562135,1118.976881,1146.998722,1194.25241,1287.840306,,
Cabo Verde,CPV,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,408.6624184,410.3116358,389.534695,369.5694406,346.6897518,357.3509097,503.0450603,619.0831442,683.8026141,689.7974023,758.6613954,769.4494909,841.1808581,1130.901872,923.0253577,1038.018084,1061.105728,995.3478854,1046.765875,1180.473416,1037.435021,1080.257948,1148.471242,1486.812532,1662.132906,1654.083755,1830.218505,2541.137978,2918.152913,2733.288455,2582.778197,2884.440591,2624.327155,2772.11958,2690.538942,2304.379726,2386.690233,2527.982409,2827.993062,,
Costa Rica,CRI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,488.1923792,538.3911896,643.7445883,691.6307685,770.7551516,940.6034384,1176.138313,1303.963152,1425.333513,1675.693367,796.7102143,702.1098627,960.0327693,1145.407778,1216.929384,1355.720342,1339.208537,1318.473263,1460.128265,1599.099892,2000.551025,2332.988465,2557.657972,2767.488769,2956.085701,2929.314457,3095.524283,3271.491903,3266.325767,3347.396246,3500.09636,3568.850617,3661.66404,3902.298953,4160.293533,4683.152295,5501.093259,6274.425677,6074.482812,7299.728336,8184.826688,8945.056872,9411.445514,9403.885797,10084.8062,10402.68943,10564.46527,10783.83964,,
Caribbean small states,CSS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,1897.671573,2132.031762,2621.138002,2555.4145,2323.97064,2216.054639,2005.531087,2069.945389,2252.150423,2247.344593,2347.622206,2330.678419,2300.405402,2539.280342,2613.257279,3001.706817,3286.61925,3751.306164,4030.692597,4175.212511,4348.195969,4478.630928,4665.763283,4866.31821,5375.748425,5865.732876,6451.297386,7226.407096,8208.131384,6870.232408,7381.422335,7478.631998,7877.721696,8145.743753,8257.289332,8347.315354,7749.626864,7835.373007,7831.168974,,
